Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
42.0,3,7.0,3,3.0,5.0,3.0,0,3,1,2.0,27070.0,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
33.0,3,22.0,3,3.0,5.0,3.0,1,5,0,0.0,23564.0,Self Enquiry,Salaried,Female,Standard,Unmarried,Senior Manager
60.0,2,13.0,3,4.0,3.0,2.0,0,4,0,1.0,20945.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
34.0,3,9.0,3,4.0,3.0,4.0,1,3,0,0.0,23103.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
23.0,3,8.0,3,3.0,5.0,4.0,0,3,1,2.0,17322.0,Self Enquiry,Large Business,Male,Basic,Married,Executive
57.0,1,7.0,3,4.0,5.0,4.0,0,5,1,2.0,20744.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
32.0,1,9.0,4,4.0,3.0,8.0,1,3,1,2.0,22400.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
34.0,3,17.0,3,4.0,3.0,3.0,0,1,0,1.0,24165.0,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
46.0,1,9.0,4,5.0,3.0,3.0,0,3,1,1.0,20952.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
39.0,1,8.0,3,3.0,3.0,1.0,0,1,1,2.0,25938.0,Company Invited,Large Business,Female,Standard,Unmarried,Senior Manager
25.0,3,10.0,3,4.0,3.0,2.0,0,4,0,1.0,23677.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
31.0,1,16.0,3,5.0,3.0,3.0,0,4,0,2.0,20884.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
20.0,1,5.0,2,4.0,3.0,2.0,0,3,0,0.0,18033.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
34.0,1,6.0,3,1.0,3.0,3.0,0,2,0,0.0,18280.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
34.0,3,6.0,2,3.0,3.0,2.0,0,5,1,0.0,24888.0,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
48.0,1,10.0,3,4.0,3.0,1.0,0,5,1,1.0,25999.0,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
30.0,1,8.0,2,4.0,3.0,6.0,1,1,1,1.0,21877.0,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
50.0,1,8.0,3,3.0,3.0,6.0,0,2,0,1.0,32639.0,Self Enquiry,Small Business,Male,Super Deluxe,Divorced,AVP
36.0,3,25.0,4,4.0,3.0,2.0,1,5,1,3.0,23292.0,Company Invited,Small Business,Female,Deluxe,Divorced,Manager
32.0,1,11.0,3,2.0,4.0,1.0,1,2,1,0.0,18298.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
42.0,3,18.0,2,3.0,5.0,1.0,1,5,1,1.0,28758.0,Company Invited,Salaried,Male,Super Deluxe,Single,AVP
32.0,3,13.0,4,6.0,3.0,6.0,1,3,0,3.0,24850.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
35.0,1,10.0,2,4.0,3.0,2.0,0,2,1,0.0,17376.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
31.0,3,15.0,4,4.0,3.0,7.0,0,3,1,1.0,25942.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
30.0,1,34.0,4,4.0,3.0,6.0,0,1,0,2.0,23013.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
51.0,1,16.0,4,4.0,3.0,6.0,0,5,1,1.0,21058.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
37.0,1,11.0,3,5.0,3.0,3.0,0,5,1,2.0,24488.0,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
55.0,3,8.0,2,3.0,3.0,5.0,0,2,0,1.0,20160.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
45.0,2,7.0,3,5.0,3.0,6.0,0,5,1,2.0,24663.0,Self Enquiry,Salaried,Female,Deluxe,Unmarried,Manager
54.0,1,25.0,3,3.0,5.0,1.0,1,3,0,0.0,20485.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
41.0,1,12.0,3,4.0,4.0,7.0,1,3,1,0.0,21032.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
25.0,1,25.0,3,4.0,3.0,2.0,0,4,1,1.0,21452.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
49.0,1,7.0,4,5.0,3.0,2.0,1,5,0,1.0,24059.0,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
55.0,1,14.0,4,4.0,3.0,6.0,0,3,1,2.0,25532.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
30.0,1,30.0,3,3.0,3.0,2.0,0,2,0,1.0,17693.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
34.0,3,14.0,3,3.0,5.0,6.0,0,2,1,0.0,21500.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
34.0,1,11.0,3,4.0,4.0,7.0,0,1,0,1.0,21733.0,Company Invited,Large Business,Male,Deluxe,Married,Manager
54.0,3,14.0,4,5.0,3.0,2.0,1,1,0,2.0,29612.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
33.0,1,20.0,3,3.0,4.0,2.0,0,5,1,1.0,17756.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
43.0,1,25.0,3,4.0,5.0,8.0,1,1,0,1.0,24088.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
49.0,1,12.0,2,4.0,3.0,3.0,1,5,1,0.0,28966.0,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
30.0,1,10.0,2,3.0,3.0,19.0,1,4,1,1.0,17285.0,Company Invited,Large Business,Male,Basic,Single,Executive
36.0,1,12.0,2,5.0,3.0,2.0,0,1,1,0.0,17741.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
38.0,3,26.0,3,4.0,4.0,3.0,1,5,0,1.0,26320.0,Company Invited,Small Business,Male,Standard,Unmarried,Senior Manager
27.0,1,10.0,3,3.0,3.0,2.0,0,2,1,1.0,17318.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
31.0,1,11.0,3,4.0,3.0,2.0,1,4,1,1.0,20963.0,Company Invited,Large Business,Male,Basic,Single,Executive
34.0,1,16.0,2,3.0,5.0,2.0,0,4,0,0.0,21125.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
20.0,3,27.0,2,1.0,3.0,2.0,0,3,0,0.0,17678.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
35.0,1,8.0,4,5.0,5.0,2.0,0,1,0,1.0,24021.0,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
31.0,3,36.0,4,4.0,5.0,2.0,0,1,1,1.0,22793.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
26.0,3,26.0,3,5.0,4.0,3.0,1,1,0,2.0,21091.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
32.0,1,18.0,4,4.0,5.0,3.0,1,2,0,3.0,25511.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
52.0,3,8.0,3,4.0,3.0,2.0,1,2,1,2.0,34068.0,Company Invited,Salaried,Male,King,Single,VP
35.0,1,16.0,3,4.0,3.0,2.0,0,5,1,2.0,27178.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
37.0,1,15.0,2,3.0,3.0,2.0,1,1,0,1.0,17326.0,Company Invited,Small Business,Male,Basic,Married,Executive
40.0,1,26.0,3,3.0,3.0,5.0,0,3,1,1.0,25322.0,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
33.0,1,21.0,2,3.0,3.0,1.0,1,5,1,0.0,28610.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
39.0,1,13.0,2,4.0,3.0,2.0,0,5,1,0.0,34272.0,Company Invited,Small Business,Male,King,Married,VP
32.0,3,12.0,3,4.0,3.0,3.0,0,5,0,2.0,27024.0,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
58.0,1,8.0,2,3.0,4.0,1.0,1,3,1,0.0,34246.0,Self Enquiry,Salaried,Male,King,Single,VP
48.0,1,6.0,3,4.0,3.0,7.0,0,3,1,0.0,33265.0,Self Enquiry,Salaried,Male,King,Single,VP
22.0,1,9.0,2,4.0,3.0,1.0,1,3,0,0.0,17853.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
43.0,1,30.0,3,5.0,3.0,3.0,0,3,1,2.0,23010.0,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
45.0,1,15.0,4,2.0,3.0,4.0,1,3,1,3.0,21496.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
48.0,3,16.0,3,6.0,3.0,2.0,0,5,1,2.0,31614.0,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
45.0,1,10.0,3,4.0,5.0,6.0,0,5,1,2.0,21040.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
30.0,1,28.0,2,3.0,3.0,5.0,1,1,0,0.0,17132.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
45.0,1,6.0,3,3.0,3.0,4.0,0,5,1,0.0,17270.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
43.0,3,8.0,3,3.0,3.0,2.0,0,3,1,2.0,20675.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
36.0,1,9.0,4,5.0,3.0,2.0,1,3,1,1.0,23608.0,Company Invited,Small Business,Male,Basic,Unmarried,Executive
37.0,3,20.0,4,5.0,5.0,7.0,1,1,1,1.0,24812.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
39.0,1,12.0,2,3.0,4.0,5.0,0,3,0,1.0,23376.0,Self Enquiry,Salaried,Female,Standard,Unmarried,Senior Manager
36.0,1,30.0,2,3.0,4.0,1.0,0,3,1,1.0,20674.0,Company Invited,Salaried,Female,Deluxe,Married,Manager
30.0,1,8.0,3,3.0,4.0,2.0,0,3,0,0.0,26916.0,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
37.0,1,13.0,3,6.0,3.0,3.0,0,2,0,1.0,21419.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
61.0,1,7.0,4,6.0,3.0,5.0,0,5,0,1.0,29561.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
28.0,1,17.0,3,4.0,5.0,3.0,0,3,0,2.0,27471.0,Company Invited,Salaried,Male,Standard,Married,Senior Manager
21.0,3,16.0,3,4.0,3.0,3.0,1,4,0,1.0,21001.0,Company Invited,Small Business,Female,Basic,Single,Executive
48.0,3,8.0,2,1.0,4.0,4.0,0,3,0,1.0,23120.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
39.0,1,19.0,3,4.0,4.0,7.0,1,3,1,2.0,32123.0,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
46.0,1,6.0,2,3.0,3.0,1.0,0,5,1,0.0,34627.0,Self Enquiry,Small Business,Male,King,Married,VP
27.0,1,9.0,3,4.0,3.0,2.0,1,2,0,2.0,17566.0,Company Invited,Small Business,Male,Basic,Married,Executive
33.0,1,9.0,4,4.0,3.0,2.0,0,3,1,2.0,21746.0,Company Invited,Salaried,Male,Basic,Unmarried,Executive
42.0,1,14.0,3,3.0,3.0,2.0,0,5,0,1.0,33430.0,Company Invited,Salaried,Male,King,Married,VP
21.0,1,24.0,3,3.0,3.0,2.0,0,3,1,1.0,17693.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
48.0,3,21.0,4,4.0,3.0,5.0,1,5,1,1.0,23269.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
29.0,1,22.0,3,4.0,3.0,3.0,0,4,1,2.0,20885.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
44.0,1,16.0,2,3.0,3.0,3.0,1,3,1,1.0,21465.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
48.0,1,26.0,2,3.0,3.0,5.0,0,1,1,0.0,17259.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
32.0,1,6.0,3,3.0,3.0,1.0,0,5,1,0.0,17314.0,Company Invited,Salaried,Male,Basic,Married,Executive
21.0,1,11.0,3,3.0,3.0,2.0,0,1,1,1.0,18117.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
21.0,3,28.0,3,2.0,3.0,3.0,0,3,0,1.0,21356.0,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
37.0,1,30.0,3,2.0,3.0,6.0,0,3,0,1.0,21249.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
45.0,1,17.0,3,4.0,3.0,4.0,1,3,1,2.0,25143.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
29.0,1,22.0,3,4.0,3.0,3.0,0,4,0,1.0,20885.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
60.0,1,10.0,4,5.0,3.0,5.0,0,3,0,2.0,20855.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
31.0,3,32.0,3,3.0,3.0,2.0,1,3,0,1.0,20617.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
31.0,1,9.0,2,3.0,5.0,2.0,1,1,0,0.0,18065.0,Company Invited,Small Business,Male,Basic,Married,Executive
39.0,3,17.0,4,4.0,3.0,3.0,0,4,0,3.0,24021.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
32.0,1,15.0,3,3.0,3.0,2.0,1,5,1,2.0,21322.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
55.0,3,10.0,3,4.0,5.0,4.0,0,4,1,1.0,24618.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
32.0,1,6.0,2,3.0,3.0,2.0,1,4,1,1.0,21162.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
36.0,1,16.0,4,5.0,3.0,3.0,1,4,1,3.0,29363.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
36.0,1,30.0,2,4.0,5.0,5.0,1,4,1,1.0,22692.0,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
38.0,1,13.0,2,1.0,3.0,2.0,0,3,0,0.0,17610.0,Company Invited,Salaried,Male,Basic,Married,Executive
32.0,3,15.0,3,4.0,3.0,3.0,0,3,1,1.0,29471.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
30.0,3,12.0,3,5.0,4.0,3.0,1,5,0,1.0,22865.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
29.0,1,9.0,3,5.0,3.0,3.0,1,4,1,1.0,22545.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
36.0,1,6.0,2,3.0,4.0,1.0,0,5,0,0.0,20228.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
28.0,1,12.0,3,5.0,3.0,3.0,1,3,1,2.0,31486.0,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
27.0,1,10.0,3,3.0,3.0,2.0,0,1,0,0.0,17318.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
49.0,1,14.0,3,4.0,4.0,2.0,0,1,0,0.0,20130.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
41.0,3,33.0,4,4.0,5.0,3.0,0,1,1,3.0,27074.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
34.0,3,8.0,3,3.0,3.0,7.0,0,5,0,0.0,17231.0,Company Invited,Small Business,Female,Basic,Married,Executive
37.0,3,10.0,2,3.0,3.0,5.0,0,4,1,0.0,17177.0,Company Invited,Small Business,Male,Basic,Married,Executive
28.0,1,8.0,3,4.0,4.0,1.0,0,1,0,2.0,18201.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
43.0,1,9.0,3,4.0,3.0,7.0,1,1,1,2.0,21193.0,Company Invited,Small Business,Male,Basic,Single,Executive
36.0,1,8.0,3,3.0,4.0,5.0,1,4,0,0.0,21962.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
49.0,1,7.0,3,5.0,5.0,2.0,0,4,0,1.0,34080.0,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
41.0,1,6.0,3,3.0,3.0,4.0,0,1,0,0.0,17782.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
50.0,1,15.0,3,4.0,4.0,6.0,0,4,0,2.0,26081.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
26.0,1,12.0,3,2.0,5.0,3.0,0,5,1,2.0,22678.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
32.0,2,29.0,3,6.0,3.0,3.0,0,1,0,2.0,28530.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
35.0,1,22.0,3,3.0,3.0,5.0,1,1,0,0.0,22632.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
42.0,1,11.0,3,3.0,3.0,5.0,0,3,1,0.0,17093.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
50.0,1,8.0,3,3.0,5.0,2.0,0,5,1,1.0,32924.0,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
40.0,1,9.0,3,4.0,3.0,2.0,0,3,1,1.0,30847.0,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
35.0,3,35.0,4,5.0,3.0,3.0,0,5,1,1.0,25390.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
19.0,1,8.0,2,4.0,3.0,2.0,0,5,1,0.0,16102.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
55.0,1,6.0,2,1.0,3.0,3.0,0,5,1,0.0,29732.0,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
19.0,3,6.0,3,5.0,5.0,1.0,0,3,1,1.0,17325.0,Company Invited,Large Business,Female,Basic,Single,Executive
49.0,1,11.0,3,4.0,3.0,3.0,0,5,1,2.0,26576.0,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
48.0,1,23.0,4,2.0,3.0,3.0,1,2,0,1.0,23745.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
38.0,1,7.0,3,4.0,3.0,3.0,0,1,1,1.0,20793.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
27.0,1,13.0,3,5.0,4.0,3.0,0,3,1,1.0,21046.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
56.0,1,13.0,2,5.0,3.0,5.0,0,1,0,0.0,22260.0,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
40.0,1,6.0,3,3.0,5.0,3.0,0,3,1,2.0,31823.0,Self Enquiry,Salaried,Male,Super Deluxe,Married,AVP
41.0,3,32.0,3,5.0,4.0,4.0,1,5,0,2.0,27772.0,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
27.0,1,30.0,3,4.0,3.0,3.0,0,3,0,1.0,21564.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
55.0,1,9.0,3,4.0,3.0,2.0,0,4,0,1.0,32227.0,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
28.0,1,30.0,3,4.0,5.0,2.0,0,2,0,0.0,23722.0,Company Invited,Large Business,Male,Standard,Unmarried,Senior Manager
34.0,3,23.0,4,4.0,5.0,7.0,0,3,1,1.0,24002.0,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
20.0,1,12.0,3,4.0,3.0,2.0,1,2,1,1.0,17926.0,Company Invited,Salaried,Female,Basic,Single,Executive
34.0,1,21.0,4,4.0,4.0,3.0,0,5,0,1.0,21434.0,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
22.0,3,14.0,3,4.0,4.0,3.0,0,5,1,2.0,21357.0,Self Enquiry,Small Business,Male,Basic,Unmarried,Executive
34.0,3,9.0,4,4.0,3.0,3.0,0,3,1,2.0,24183.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
23.0,1,32.0,2,3.0,3.0,2.0,0,1,0,1.0,17904.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
49.0,1,7.0,3,2.0,3.0,4.0,0,2,0,1.0,35563.0,Company Invited,Small Business,Male,Super Deluxe,Single,AVP
37.0,2,9.0,4,5.0,3.0,3.0,0,3,1,1.0,22564.0,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
38.0,2,8.0,3,3.0,4.0,6.0,0,3,1,2.0,17592.0,Company Invited,Salaried,Male,Basic,Married,Executive
45.0,1,14.0,3,5.0,3.0,5.0,0,4,1,1.0,28926.0,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
46.0,1,8.0,2,3.0,3.0,3.0,0,1,0,0.0,22379.0,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
47.0,3,9.0,2,3.0,3.0,1.0,1,5,1,0.0,28770.0,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
32.0,1,8.0,3,3.0,4.0,2.0,0,4,0,0.0,17370.0,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
48.0,1,23.0,4,2.0,3.0,3.0,1,1,1,1.0,23745.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
20.0,1,6.0,2,4.0,4.0,2.0,0,4,1,0.0,17836.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
36.0,1,32.0,4,4.0,4.0,3.0,1,3,1,2.0,20700.0,Company Invited,Salaried,Female,Basic,Married,Executive
33.0,3,14.0,2,3.0,3.0,1.0,0,1,0,0.0,22104.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
40.0,1,8.0,2,1.0,3.0,6.0,0,3,1,0.0,21377.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
42.0,1,8.0,2,3.0,5.0,1.0,0,3,1,0.0,32665.0,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
33.0,3,8.0,3,3.0,4.0,1.0,0,1,0,0.0,20147.0,Company Invited,Small Business,Female,Deluxe,Single,Manager
31.0,3,13.0,3,3.0,3.0,5.0,0,1,0,0.0,22547.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
27.0,3,26.0,2,3.0,3.0,2.0,0,2,1,1.0,24981.0,Company Invited,Salaried,Female,Deluxe,Unmarried,Manager
35.0,1,6.0,2,4.0,3.0,1.0,0,1,1,1.0,20363.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
41.0,1,31.0,4,4.0,3.0,3.0,0,3,1,2.0,21997.0,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
42.0,1,13.0,3,1.0,4.0,7.0,1,1,0,0.0,17372.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
40.0,1,16.0,2,2.0,3.0,4.0,1,3,0,1.0,17213.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
52.0,3,11.0,3,3.0,4.0,1.0,1,4,1,1.0,23446.0,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
47.0,3,7.0,4,4.0,5.0,3.0,0,1,1,3.0,29131.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
44.0,1,7.0,3,4.0,3.0,6.0,0,1,1,2.0,24240.0,Company Invited,Salaried,Female,Deluxe,Married,Manager
27.0,3,30.0,3,5.0,3.0,2.0,1,1,0,1.0,22835.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
32.0,1,19.0,4,4.0,3.0,2.0,1,4,1,2.0,22607.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
39.0,3,7.0,3,5.0,3.0,6.0,0,2,1,2.0,27364.0,Self Enquiry,Salaried,Female,Deluxe,Unmarried,Manager
32.0,1,8.0,3,3.0,3.0,1.0,0,3,1,1.0,18068.0,Company Invited,Salaried,Male,Basic,Single,Executive
27.0,1,20.0,2,3.0,5.0,2.0,1,4,1,0.0,17235.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
45.0,3,7.0,4,4.0,5.0,7.0,1,1,1,2.0,24132.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
31.0,3,12.0,3,4.0,3.0,4.0,0,4,1,2.0,28097.0,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
51.0,1,14.0,2,5.0,3.0,3.0,0,2,0,1.0,25650.0,Company Invited,Salaried,Male,Standard,Unmarried,Senior Manager
21.0,3,18.0,2,2.0,4.0,2.0,0,5,0,1.0,17716.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
25.0,3,10.0,3,4.0,3.0,2.0,0,4,1,1.0,23677.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
34.0,3,15.0,3,4.0,3.0,2.0,0,2,1,2.0,25782.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
52.0,1,17.0,2,3.0,3.0,1.0,0,2,1,1.0,18149.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
36.0,3,7.0,4,4.0,4.0,3.0,0,4,1,3.0,25973.0,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
30.0,1,34.0,3,3.0,3.0,2.0,0,3,0,2.0,20775.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
50.0,3,18.0,3,3.0,3.0,5.0,0,5,1,2.0,24208.0,Company Invited,Small Business,Female,Standard,Unmarried,Senior Manager
54.0,3,13.0,3,4.0,3.0,4.0,1,5,0,1.0,20984.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
31.0,1,16.0,4,4.0,5.0,3.0,0,2,0,2.0,21750.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
41.0,3,15.0,3,3.0,3.0,4.0,1,2,0,1.0,23189.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
34.0,1,15.0,3,2.0,5.0,8.0,0,3,1,2.0,21821.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
18.0,1,14.0,3,3.0,3.0,2.0,0,5,0,0.0,16904.0,Company Invited,Small Business,Male,Basic,Single,Executive
30.0,1,7.0,3,4.0,3.0,3.0,0,3,0,1.0,22997.0,Company Invited,Large Business,Male,Deluxe,Married,Manager
48.0,1,6.0,2,4.0,5.0,1.0,0,4,0,0.0,30402.0,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
52.0,1,10.0,1,3.0,3.0,3.0,0,5,1,0.0,31555.0,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
57.0,1,16.0,4,4.0,3.0,4.0,0,1,1,1.0,21620.0,Company Invited,Small Business,Female,Basic,Married,Executive
53.0,3,12.0,2,3.0,3.0,3.0,1,5,0,0.0,17306.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
38.0,1,35.0,2,3.0,3.0,2.0,0,3,1,0.0,17406.0,Company Invited,Salaried,Female,Deluxe,Single,Manager
46.0,1,30.0,3,4.0,5.0,3.0,1,1,1,1.0,22311.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
38.0,1,16.0,3,3.0,3.0,1.0,0,5,0,0.0,17684.0,Company Invited,Small Business,Male,Basic,Married,Executive
33.0,1,7.0,4,5.0,4.0,8.0,0,3,1,1.0,21010.0,Company Invited,Salaried,Female,Basic,Divorced,Executive
45.0,1,30.0,4,4.0,4.0,6.0,0,3,0,2.0,20720.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
44.0,1,15.0,4,4.0,3.0,6.0,1,1,1,1.0,23200.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
41.0,3,6.0,3,3.0,3.0,1.0,1,2,1,0.0,20993.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
34.0,3,15.0,3,5.0,3.0,2.0,0,1,0,2.0,21020.0,Company Invited,Salaried,Female,Basic,Single,Executive
39.0,1,15.0,2,3.0,3.0,3.0,0,4,0,1.0,34431.0,Company Invited,Salaried,Male,King,Single,VP
60.0,3,32.0,5,4.0,5.0,2.0,0,3,1,2.0,26315.0,Self Enquiry,Salaried,Female,Standard,Unmarried,Senior Manager
